gene	chromosome	start	end
RAB3GAP1	2	135809835	135933964
SNORA40B	2	135894198	135894325
ZRANB3	2	135894486	136288806
G3BP1P1	2	136268116	136269513
R3HDM1	2	136289025	136482840
RNU6-512P	2	136414047	136414149
MIR128-1	2	136422967	136423048
UBXN4	2	136499189	136542625
LCT	2	136545410	136594750
LCT-AS1	2	136577761	136580657
MCM6	2	136597196	136633996
MANEALP1	2	136655525	136656548
DARS1	2	136664247	136743670
DARS1-AS1	2	136742746	136779888
CXCR4	2	136871919	136875735
HNRNPKP2	2	136956684	136958073
UBBP1	2	137087011	137087483
RN7SKP141	2	137147902	137148239
SMC4P1	2	137302282	137303112
THSD7B	2	137523115	138435287
RNA5SP105	2	138269668	138269780
HNMT	2	138721590	138773930
LINC01832	2	138859454	138863475
RPL15P5	2	139036144	139036780
YWHAEP5	2	139045599	139046363
IDI1P1	2	139064889	139065540
RNF14P1	2	139169636	139170888
SPOPL	2	139259371	139331117
LINC02631	2	139362080	139370737
NXPH2	2	139428342	139537918
RN7SKP286	2	139621167	139621465
YY1P2	2	139654721	139655668
AHCYP4	2	139659003	139660317
MRPS18BP2	2	140426116	140426874
RPL9P13	2	140490277	140490851
RN7SL283P	2	140740253	140740553
LINC01853	2	140861152	140889349
MTCO1P44	2	140974566	140974808
MTND2P19	2	140975220	140977937
MTND1P27	2	140978153	140979054
LRP1B	2	140988992	142889270
COPRSP1	2	141440929	141441457
LRRC57P1	2	141655992	141656675
RNU6-904P	2	141924826	141924926
RPS16P3	2	141965651	141965945
UBE2V1P14	2	143300987	143301544
RRN3P4	2	143611664	143613567
KYNU	2	143635067	143799890
SFXN4P1	2	143704869	143705655
ARHGAP15	2	143848931	144525921
MTCYBP11	2	143850625	143851733
MTND6P11	2	143851802	143852284
MTND5P24	2	143852358	143854124
MTND4P22	2	143854408	143855576
MTND4LP12	2	143855692	143855986
MTND3P9	2	143856053	143856398
MTCO3P5	2	143856467	143857502
MTCO2P5	2	143858499	143858924
ARHGAP15-AS1	2	144398325	144413748
GTDC1	2	144695635	145090135
ZEB2	2	145141648	145282147
ZEB2-AS1	2	145275664	145279058
LINC01412	2	145324002	145337001
TEX41	2	145425534	145940216
SGCEP1	2	145512343	145513565
LINC01966	2	145635301	145639600
RPL6P5	2	146094798	146095625
METAP2P1	2	146583853	146585398
RNU7-2P	2	146902724	146902785
RPL17P12	2	146951864	146952389
OTX2P2	2	147234995	147235681
PABPC1P2	2	147345012	147346878
LINC01911	2	147595317	147607878
RNU6-692P	2	148165910	148166016
RNU6-715P	2	148253006	148253108
RNA5SP106	2	148471024	148471123
ACVR2A	2	148602086	148688393
RNU6-1275P	2	148634991	148635097
ORC4	2	148687968	148779147
MBD5	2	148778580	149275805
USP12P2	2	149053225	149054248
RPS29P8	2	149352727	149352897
EPC2	2	149402009	149545130
RNU2-9P	2	149583260	149583404
UBBP3	2	149621133	149621373
KIF5C-AS1	2	149624039	149646351
RPS20P13	2	149627593	149627950
USP8P2	2	149629822	149630366
KIF5C	2	149632819	149883273
LYPD6B	2	149894621	150071776
TXNP5	2	149925110	149925424
FAM8A3P	2	150177107	150177950
LYPD6	2	150186499	150330662
RPL17P13	2	150296411	150296941
MMADHC	2	150426148	150444330
MMADHC-DT	2	150443710	150704747
RNU6-601P	2	150467182	150467288
LINC01931	2	150624020	150715705
LINC01818	2	151027937	151157594
LINC01817	2	151091406	151113521
RND3	2	151324709	151395525
LINC01920	2	151409046	151428735
LINC02612	2	151468895	151491862
FABP5P10	2	152042702	152043109
RBM43	2	152104454	152118393
NMI	2	152126979	152146571
TNFAIP6	2	152214106	152236560
MIR4773-1	2	152224848	152224925
RN7SL124P	2	152228517	152228798
RIF1	2	152266397	152364527
NEB	2	152341850	152591001
ARL5A	2	152645498	152685006
CACNB4	2	152689290	152955593
STAM2	2	152973315	153032506
RPL30P2	2	152988069	152988359
FMNL2	2	153191751	153506348
NUDCP1	2	153246451	153247144
PRPF40A	2	153508107	153574511
ARL6IP6	2	153574407	153617767
UBQLN4P2	2	153733334	153734281
ATP5PBP4	2	154015452	154016197
LINC01850	2	154194219	154213936
RPL23AP29	2	154227126	154227578
TUBAP13	2	154277191	154278471
RPRM	2	154333852	154335322
DNAJA1P2	2	154617963	154619159
GALNT13	2	154728426	155310361
PHBP4	2	155143102	155143938
RNA5SP107	2	155446919	155447040
KCNJ3	2	155554811	155714863
CBX3P6	2	155797053	155797579
RNU6-1001P	2	155945951	155946050
MTCO1P45	2	156119970	156120236
MTND2P20	2	156120675	156121335
ATP5F1AP2	2	156126145	156126399
MTND4P28	2	156167535	156167921
MTND5P30	2	156168209	156169939
MTND6P9	2	156169952	156170470
MTCYBP9	2	156170578	156170880
RNU6-546P	2	156186933	156187039
LINC01876	2	156868129	156881125
HEBP2P1	2	156889759	156890592
NR4A2	2	157180944	157198860
GPD2	2	157291802	157470247
RPLP0P7	2	157634218	157634884
CDK7P1	2	158067359	158068051
GALNT5	2	158114110	158170723
RN7SKP281	2	158155319	158155670
ERMN	2	158175137	158184225
FAM133DP	2	158236236	158236926
CYTIP	2	158271131	158345473
ACVR1C	2	158383279	158485517
ACVR1	2	158592958	158732374
UPP2	2	158733214	158992666
RNU6-436P	2	158769284	158769397
MTA3P1	2	158817922	158819400
RNU6-932P	2	158842301	158842406
PTP4A1P1	2	158922057	158922571
UPP2-IT1	2	158984469	158990500
CCDC148-AS1	2	159023162	159092681
CCDC148	2	159027593	159313265
HNRNPDLP2	2	159276467	159281815
RN7SL393P	2	159303676	159303973
PKP4	2	159313476	159539391
RPL7AP22	2	159404937	159405736
PKP4-AS1	2	159514849	159591514
DAPL1	2	159651829	159719293
OR7E89P	2	159710267	159711088
OR7E28P	2	159718823	159719797
OR7E90P	2	159731154	159732182
RNU2-21P	2	159792310	159792497
TANC1	2	159825146	160089170
BTF3L4P2	2	159860287	159861065
RNU6-580P	2	159883548	159883654
GSTM3P2	2	159912606	159913371
WDSUB1	2	160092304	160143310
BAZ2B	2	160175490	160473203
CAPZA1P2	2	160318928	160319767
RPS3AP13	2	160545728	160546802
MARCHF7	2	160569000	160627538
CD302	2	160625364	160654753
LY75	2	160628362	160761260
LY75-CD302	2	160628362	160761221
PLA2R1	2	160788519	160919121
ITGB6	2	160956177	161128399
RBMS1	2	161128662	161350305
MIR4785	2	161264321	161264393
RN7SL423P	2	161734058	161734359
TANK-AS1	2	161952742	162016735
TANK	2	161993419	162092732
LINC01806	2	162101250	162105561
PSMD14	2	162164549	162268228
MXRA7P1	2	162197325	162197837
RNA5SP108	2	162266065	162266181
TBR1	2	162272605	162282381
SLC4A10	2	162280843	162841792
AHCTF1P1	2	162357396	162364216
KRT18P46	2	162436582	162437860
RPEP5	2	162787709	162787976
DPP4	2	162848751	162931052
DPP4-DT	2	162929766	162931679
TIMM8AP1	2	162933867	162934161
EIF3EP2	2	162944769	162946582
GCG	2	162999392	163008914
FAP	2	163027194	163101661
IFIH1	2	163123589	163175213
GCA	2	163175350	163228105
KCNH7	2	163227917	163695240
RNA5SP109	2	163353446	163353561
KCNH7-AS1	2	163625446	163654482
RPL7P61	2	164008761	164009817
RNU6-627P	2	164145505	164145606
FIGN	2	164449906	164592522
PRPS1P1	2	165070049	165070924
CYP2C56P	2	165178443	165178733
GRB14	2	165349322	165478358
COBLL1	2	165510134	165700189
SNORA70F	2	165544153	165544287
RNA5SP110	2	165714942	165715056
RNA5SP111	2	165752187	165752287
SLC38A11	2	165752696	165812035
SCN3A	2	165944032	166060577
RN7SL455P	2	166005705	166005983
SCN2A	2	166095912	166248818
MAPRE1P3	2	166141763	166142558
CSRNP3	2	166326157	166545917
GALNT3	2	166604101	166651192
TTC21B	2	166713985	166810353
TTC21B-AS1	2	166790367	166806401
SCN1A-AS1	2	166813909	167158294
SCN1A	2	166845670	166984523
RN7SKP152	2	167037162	167037476
SCN9A	2	167051695	167232503
SCN7A	2	167260083	167350757
XIRP2	2	167744997	168116263
XIRP2-AS1	2	167980414	167997465
RNU7-148P	2	168487990	168488051
CTAGE14P	2	168570173	168572575
B3GALT1-AS1	2	168671284	168797654
B3GALT1	2	168675182	168730551
STK39	2	168810530	169104651
PHF5GP	2	169088431	169088730
RN7SL813P	2	169307834	169308136
CERS6	2	169312372	169631644
MIR4774	2	169439453	169439528
RNU6-766P	2	169462900	169463006
CERS6-AS1	2	169628463	169643471
NOSTRIN	2	169643049	169722024
SPC25	2	169690642	169769881
G6PC2	2	169757750	169766505
ABCB11	2	169779448	169887832
DHRS9	2	169921299	169952677
UBE2V1P6	2	169971705	169972190
LRP2	2	169983619	170219195
BBS5	2	170335688	170382432
KLHL41	2	170366212	170382772
FASTKD1	2	170386259	170430385
PPIG	2	170440850	170497916
CCDC173	2	170501935	170550943
PHOSPHO2	2	170550975	170558218
KLHL23	2	170550998	170633499
PTCHD3P2	2	170623695	170625309
CYB5AP2	2	170646603	170647395
SSB	2	170648443	170668574
METTL5	2	170666591	170681441
UBR3	2	170683968	170940641
NSA2P5	2	170933734	170934804
RNU6-1006P	2	170976506	170976608
MYO3B	2	171034655	171511681
MYO3B-AS1	2	171190438	171207628
HMGB1P4	2	171458172	171458738
LINC01124	2	171568961	171571077
SP5	2	171571861	171574588
EIF2S2P4	2	171608221	171609562
ERICH2	2	171640296	171655481
GAD1	2	171669723	171717661
GORASP2	2	171784974	171823639
TLK1	2	171847333	172087824
METTL8	2	172173919	172291312
RPS26P20	2	172231441	172231788
DCAF17	2	172290727	172341562
DAP3P2	2	172347932	172348441
RPS15P4	2	172373749	172374232
CYBRD1	2	172378757	172414643
RPL21P38	2	172443603	172443769
DYNC1I2	2	172543919	172604930
SLC25A12	2	172640880	172864766
RNU6-182P	2	172713076	172713180
HAT1	2	172778958	172848599
METAP1D	2	172864490	172947158
DLX1	2	172949468	172954405
DLX2	2	172964167	172967628
DLX2-DT	2	172967734	172974710
ITGA6	2	173292082	173371181
ITGA6-AS1	2	173328990	173330750
PDK1	2	173420101	173489823
RAPGEF4-AS1	2	173541869	173600934
RAPGEF4	2	173600002	173917621
ALDH7A1P2	2	173758491	173759111
MAP3K20	2	173940163	174132738
MAP3K20-AS1	2	174031174	174146764
RPS2P18	2	174162357	174163240
CDCA7	2	174219548	174233725
JPT1P1	2	174296077	174296540
CBY1P1	2	174342724	174343128
PPIAP66	2	174350593	174351090
RPL5P7	2	174736381	174737193
SP3	2	174771187	174830430
LINC01960	2	174890008	174891891
RPSAP24	2	174907736	174908608
OLA1	2	174937175	175113426
RN7SL65P	2	175104870	175105146
LRRC2P1	2	175164052	175165684
HNRNPA1P39	2	175174743	175175702
LINC01305	2	175190755	175195371
SP9	2	175199674	175203220
CIR1	2	175212750	175260443
SCRN3	2	175260458	175294303
GPR155	2	175296966	175351822
RPA3P1	2	175366680	175367043
RNU6-5P	2	175422694	175422800
WIPF1	2	175424300	175547644
H3P6	2	175584505	175585526
CHRNA1	2	175612320	175629200
CHN1	2	175664091	175870097
RNU6-763P	2	175886942	175887047
RNU6-1290P	2	175894497	175894605
RPL21P31	2	175898506	175898920
ATF2	2	175936978	176033110
MIR933	2	176032361	176032437
ATP5MC3	2	176040986	176049335
RPS15AP14	2	176048943	176049335
EXTL2P1	2	176707615	176708030
LNPK	2	176788620	176867567
EVX2	2	176942200	176948641
HOXD13	2	176957619	176960666
HOXD12	2	176964458	176966408
HOXD11	2	176968944	176974722
HOXD10	2	176973518	176984670
HOXD-AS2	2	176986339	177001826
HOXD9	2	176987088	176989853
HOXD8	2	176994422	176997423
HOXD3	2	177001340	177037830
MIR10B	2	177015031	177015140
HOXD4	2	177015950	177017954
HAGLR	2	177037923	177053686
HAGLROS	2	177042445	177043736
HOXD1	2	177053307	177055688
RPSAP25	2	177106839	177107721
MTX2	2	177134123	177202753
PPIAP67	2	177203365	177203805
LINC01116	2	177494317	177502659
LINC01117	2	177502438	177520686
RNU6ATAC14P	2	177529404	177529494
FUCA1P1	2	177669715	177671065
RNU6-187P	2	177794713	177794818
RNA5SP112	2	178003427	178003525
STUB1P1	2	178042423	178042983
KRT8P40	2	178062713	178063275
HNRNPA3	2	178077291	178088686
NFE2L2	2	178092323	178257425
DNAJC19P5	2	178093919	178094234
MIR3128	2	178120673	178120738
H3P7	2	178209171	178209564
AGPS	2	178257372	178408564
TTC30B	2	178413726	178417742
TTC30A	2	178477720	178483694
PDE11A	2	178487980	178973066
PDE11A-AS1	2	178563157	178588017
API5P2	2	178862000	178863497
SDHDP5	2	178882720	178883192
RNU6-629P	2	178903629	178903731
CYCTP	2	178957230	178969197
RBM45	2	178977151	179003738
RNU5E-9P	2	179007275	179007378
OSBPL6	2	179059208	179264160
CHROMR	2	179278666	179304970
PRKRA	2	179296141	179316239
PJVK	2	179316163	179326117
NUDCP2	2	179319443	179320155
FKBP7	2	179328391	179343327
PLEKHA3	2	179345195	179381189
TTN-AS1	2	179385910	179639402
TTN	2	179390716	179695529
CCDC141	2	179694484	179914813
RNU7-104P	2	179696098	179696176
RPS6P2	2	179866483	179867487
SESTD1	2	179966419	180129517
RAD52P1	2	180264455	180265602
ZNF385B	2	180306709	180726232
TXNL4AP1	2	180678978	180679402
MIR1258	2	180725563	180725635
CWC22	2	180809603	180871840
FTH1P20	2	181737594	181738141
RPL27AP3	2	181803557	181804025
UBE2E3	2	181831975	181941312
LINC01934	2	181966659	182264286
MIR4437	2	182170320	182170379
ITGA4	2	182321929	182400914
CERKL	2	182401403	182545392
NEUROD1	2	182537815	182545603
SAP18P2	2	182559169	182559627
RNU6ATAC19P	2	182603333	182603442
ITPRID2	2	182756560	182795465
PPP1R1C	2	182818968	182996125
KRT18P29	2	182825939	182827205
RNA5SP113	2	182913549	182913632
PDE1A	2	183004763	183387919
RN7SL267P	2	183179011	183179269
DNAJC10	2	183580999	183659191
RPL31P15	2	183652825	183653162
FRZB	2	183698002	183731890
RNU6-1122P	2	183738569	183738675
NCKAP1	2	183773843	183903586
KRT8P10	2	183935768	183937214
DUSP19	2	183943287	183964733
NUP35	2	183982241	184026408
LIN28AP1	2	184125370	184125774
CACYBPP2	2	184472170	184472847
MIR548AE1	2	185243702	185243771
ZNF804A	2	185463093	185804219
RPL23AP33	2	185766838	185767289
ELF2P4	2	186411862	186412545
FSIP2-AS2	2	186584601	186605206
FSIP2	2	186603355	186698017
FSIP2-AS1	2	186648418	186664878
RPL21P32	2	186821314	186821790
LINC01473	2	186897618	186947960
RPL23AP35	2	187126146	187126646
MED28P3	2	187229325	187229855
ZC3H15	2	187350883	187374090
DPRXP1	2	187353351	187353810
ITGAV	2	187454792	187545628
FAM171B	2	187558698	187630685
ZSWIM2	2	187692562	187713935
IMPDH1P7	2	187866603	187868104
RN7SKP42	2	187987289	187987588
RNU6-989P	2	188135425	188135531
CALCRL	2	188207856	188313187
GAPDHP59	2	188280279	188280545
TFPI	2	188328957	188430487
LINC01090	2	188577543	189152418
ST13P2	2	188690068	188691176
RNA5SP114	2	189141459	189141571
GULP1	2	189156396	189460653
MIR561	2	189162219	189162315
DIRC1	2	189598882	189654831
COL3A1	2	189839046	189877472
MIR1245A	2	189842818	189842887
COL5A2	2	189896622	190044605
MIR3129	2	189997762	189997837
KRT18P19	2	190175989	190176693
WDR75	2	190306159	190340291
KDM3AP1	2	190351206	190352718
SLC40A1	2	190425305	190448484
ASNSD1	2	190526111	190535557
ANKAR	2	190539016	190625919
OSGEPL1	2	190611386	190627953
OSGEPL1-AS1	2	190627430	190630282
ORMDL1	2	190635049	190649097
PMS1	2	190649107	190742355
C2orf88	2	190744335	191068210
TERF1P6	2	190781980	190782484
HNRNPCP2	2	190788062	190788942
RNF11P1	2	190795003	190795736
MSTN	2	190920423	190927455
HIBCH	2	191054461	191208919
INPP1	2	191208196	191236391
MFSD6	2	191273081	191373931
NEMP2	2	191369068	191399448
RN7SKP179	2	191417990	191418206
NAB1	2	191511472	191557492
GLS	2	191745553	191830278
STAT1	2	191829084	191885686
RAB1AP1	2	191857365	191858293
STAT4	2	191894302	192016322
RNU6-959P	2	191986676	191986782
HMGB1P27	2	192038959	192039561
MYO1B	2	192109911	192290115
RNU6-1045P	2	192235664	192235770
NABP1	2	192542794	192561385
CAVIN2	2	192699028	192711981
CAVIN2-AS1	2	192711265	192908909
DNAJB1P1	2	192745908	192746931
TMEFF2	2	192813769	193060435
PCGEM1	2	193614571	193641625
RPS17P8	2	193638808	193639142
SLC44A3P1	2	194121208	194122482
DNAJC17P1	2	194141393	194142339
SEC61GP1	2	194595279	194595413
GLULP6	2	194994078	194994990
HNRNPA1P47	2	195052103	195053033
LINC01821	2	195208993	195284369
LINC01790	2	195595319	195626159
RNU6-169P	2	196378760	196378866
LINC01825	2	196397759	196403405
LINC01827	2	196434352	196437694
SLC39A10	2	196440701	196602426
AHCYP5	2	196447518	196448755
RNU6-915P	2	196535096	196535198
DNAH7	2	196602427	196933536
E2F3P2	2	196858983	196860404
STK17B	2	196998290	197041227
HECW2	2	197059094	197458416
HECW2-AS1	2	197124748	197128928
RN7SL820P	2	197154133	197154429
CCDC150	2	197504278	197628214
GTF3C3	2	197627756	197664449
C2orf66	2	197669726	197675000
PGAP1	2	197697728	197792520
ANKRD44	2	197831741	198175897
HNRNPA3P15	2	197879714	197880739
RPL4P7	2	197893435	197894867
ANKRD44-AS1	2	198062715	198063997
ANKRD44-IT1	2	198115582	198167243
ATP5MC2P3	2	198127835	198128259
NPM1P46	2	198244425	198245616
SF3B1	2	198254508	198299815
RNU6-1029P	2	198312469	198312575
COQ10B	2	198318147	198340032
HSPD1	2	198351305	198381461
HSPE1	2	198364718	198368181
HSPE1-MOB4	2	198365137	198415450
MOB4	2	198380295	198418423
RFTN2	2	198432948	198540769
MARS2	2	198570087	198573113
BOLL	2	198591603	198651486
PLCL1	2	198669426	199437305
LINC01923	2	199164087	199239821
RNU7-147P	2	200055782	200055843
SATB2	2	200134223	200335989
SATB2-AS1	2	200322423	200341658
LINC01877	2	200472791	200523855
SEPHS1P6	2	200524274	200525452
FTCDNL1	2	200625267	200715896
RN7SL717P	2	200765806	200766100
C2orf69	2	200775979	200820658
TYW5	2	200794698	200820459
MAIP1	2	200820040	200873263
SPATS2L	2	201170604	201346986
RNY4P34	2	201237898	201237992
KCTD18	2	201353675	201384507
SGO2	2	201374731	201448505
AOX1	2	201450591	201541787
AOX3P	2	201542956	201603504
AOX2P	2	201560640	201658962
LINC01792	2	201577028	201599900
RNU1-133P	2	201640307	201640473
BZW1-AS1	2	201645218	201676893
BZW1	2	201675317	201688569
RNU6-31P	2	201694732	201694839
BICD1P1	2	201708963	201710184
RNA5SP115	2	201713761	201713867
CLK1	2	201717732	201729422
PPIL3	2	201735630	201754026
RNU6-312P	2	201746438	201746544
NIF3L1	2	201754050	201768655
RNU6-762P	2	201763743	201763844
ORC2	2	201773696	201828403
FAM126B	2	201838441	201936394
HNRNPA1P35	2	201927812	201928774
RPL23AP30	2	201931414	201931914
NDUFB3	2	201936156	201950473
RNU6-1206P	2	201944565	201944667
RPL17P10	2	201966812	201967680
CFLAR	2	201980827	202041410
IMPDH1P10	2	202002239	202004750
CFLAR-AS1	2	202005007	202022546
RNU7-45P	2	202006627	202006689
RPL38P5	2	202027207	202027403
CASP10	2	202047604	202094129
MTND5P25	2	202077006	202077804
MTND4P23	2	202078021	202079383
MTND4LP13	2	202079376	202079673
CASP8	2	202098166	202152434
FLACC1	2	202152994	202222121
TRAK2	2	202241930	202316302
STRADB	2	202252581	202345569
SCYL2P1	2	202275267	202278031
C2CD6	2	202352148	202483901
MTCO2P16	2	202414354	202415030
MTATP6P16	2	202415247	202415772
MTCO3P16	2	202417582	202418335
MTND3P16	2	202418411	202418754
MTND4LP16	2	202418819	202419113
MTND4P29	2	202419107	202420774
MTND5P31	2	202421615	202422988
TMEM237	2	202484907	202508293
ENO1P4	2	202486369	202488153
MPP4	2	202509593	202563417
RNU6-651P	2	202511439	202511543
ALS2	2	202565277	202645912
RPS2P16	2	202627460	202628296
CDK15	2	202655184	202760273
UBE2V1P11	2	202689271	202689555
RNU6-440P	2	202792162	202792266
FZD7	2	202899310	202903160
KIAA2012	2	202937978	203062585
KIAA2012-AS1	2	202978349	202981781
PSMA2P3	2	203044020	203044694
DAZAP2P1	2	203066103	203066609
SUMO1	2	203070903	203103331
RPL39P14	2	203096419	203096572
NOP58	2	203130439	203168389
SNORD70	2	203141154	203141241
SNORD70B	2	203142831	203142915
SNORD11B	2	203156055	203156144
SNORD11	2	203157772	203157859
RN7SL753P	2	203198162	203198451
PIMREGP1	2	203200747	203201450
RN7SL40P	2	203221844	203222140
BMPR2	2	203241659	203432474
H3P8	2	203369735	203370066
RPL13AP12	2	203385124	203385712
MTCO1P17	2	203478937	203479427
MTCO2P17	2	203479576	203480252
MTATP6P17	2	203480492	203481163
MTCO3P17	2	203481423	203481935
MTND3P17	2	203482007	203482350
MTND4LP17	2	203482418	203482710
MTND4P30	2	203482706	203483604
MTCO1P54	2	203483908	203484619
FAM117B	2	203499901	203634480
ICA1L	2	203640690	203736708
KRT8P15	2	203705054	203706504
WDR12	2	203739505	203879521
CARF	2	203776937	203851786
KRT8P52	2	203789332	203790627
NBEAL1	2	203879602	204091101
RPL7P14	2	203904831	203905622
RPL23AP36	2	203939408	203939865
RPL12P16	2	204055503	204056000
CYP20A1	2	204103663	204163009
RN7SL670P	2	204124327	204124618
MRPL50P2	2	204180113	204180594
ABI2	2	204192942	204312446
RAPH1	2	204259068	204400133
CD28	2	204571198	204603635
KRT18P39	2	204629018	204630316
NPM1P33	2	204637354	204638225
RNU6-474P	2	204646760	204646866
CTLA4	2	204732509	204738683
ICOS	2	204801471	204826300
DSTNP5	2	205171565	205172087
PARD3B	2	205410516	206484886
NRP2	2	206546714	206662857
RN7SKP178	2	206765354	206765682
PPIAP68	2	206813815	206814869
INO80D	2	206858445	206951027
RPL27P8	2	206905156	206905569
NDUFS1	2	206979541	207024327
GCSHP3	2	206980834	206981224
EEF1B2	2	207024309	207027652
SNORD51	2	207026602	207026681
SNORA41	2	207026952	207027083
CMKLR2	2	207040040	207082771
RN7SKP200	2	207086039	207086358
ATP5POP1	2	207100960	207101595
HMGN1P6	2	207124352	207124642
RN7SKP260	2	207124790	207124938
ZDBF2	2	207139387	207179148
ACER2P1	2	207274811	207275633
HNRNPA1P51	2	207284016	207284962
ADAM23	2	207308263	207485851
FAM237A	2	207507142	207514173
DYTN	2	207516345	207583120
VPS26CP1	2	207551241	207552086
MDH1B	2	207602487	207630271
FASTKD2	2	207630081	207657233
MIR3130-2	2	207647958	207648032
CPO	2	207804278	207834198
KLF7	2	207938861	208031991
MIR2355	2	207974711	207974797
KLF7-IT1	2	207985608	207986768
MYOSLID	2	208104374	208110611
LINC01802	2	208125169	208135414
MIR1302-4	2	208133999	208134148
CREB1	2	208394461	208468155
METTL21A	2	208445355	208490652
RPS29P9	2	208519505	208519675
LINC01857	2	208527099	208531748
RNU6-664P	2	208545257	208545363
PPP1R14BP2	2	208546314	208546757
CCNYL1	2	208576264	208626563
MIR4775	2	208619531	208619605
FZD5	2	208627310	208634287
PLEKHM3	2	208693027	208890284
RNU6-360P	2	208884362	208884465
RPL9P14	2	208896107	208896677
RNA5SP116	2	208918885	208918982
RPL12P17	2	208921972	208922469
CRYGEP	2	208972957	208977235
CRYGD	2	208986331	208989225
CRYGC	2	208992861	208994554
CRYGB	2	209007297	209010892
CRYGA	2	209025464	209028300
C2orf80	2	209030067	209054797
RPSAP27	2	209072859	209073708
TPT1P2	2	209079448	209087349
IDH1	2	209100951	209130798
IDH1-AS1	2	209119971	209120905
PIKFYVE	2	209130991	209223475
MYL6BP1	2	209134067	209134681
PTH2R	2	209224438	209719227
ARPC1BP1	2	209225356	209226094
H3P9	2	209330963	209331351
RNA5SP117	2	209785271	209785388
HSPA8P6	2	209937321	209938872
CRYGFP	2	210009965	210012411
MEAF6P1	2	210043528	210046742
PKP4P1	2	210043690	210045847
MAP2	2	210288782	210598842
RNA5SP118	2	210586637	210586745
